chapter,transcript,is_present,id,start_frame,end_frame
ch07,which animal,true,ch07_1997890_1999570,99894,99978
ch07,okay,true,ch07_2010568_2010945,100528,100547
ch07,well let's be patient and talk about these things here,true,ch07_2010945_2013404,100547,100670
ch07,what animal eats this?,true,ch07_2013702_2015042,100685,100752
ch07,bunnies,true,ch07_2017495_2018238,100875,100912
ch07,<noise>,true,ch07_2018339_2019114,100917,100956
ch07,<noise>,true,ch07_2020075_2022920,101004,101146
ch07,and where do we see these?,true,ch07_2023976_2025496,101199,101275
ch07,careful not too far in your mouth,true,ch07_2026418_2027629,101321,101381
ch07,where did we see these?,true,ch07_2028024_2028994,101401,101450
ch07,mushrooms,true,ch07_2032973_2033448,101649,101672
ch07,where do we see mushrooms,true,ch07_2033448_2034458,101672,101723
ch07,where do you see them growing?,true,ch07_2034700_2035824,101735,101791
ch07,in woods,true,ch07_2036888_2037446,101844,101872
ch07,you do,true,ch07_2037446_2038189,101872,101909
ch07,that's right,true,ch07_2038189_2039139,101909,101957
ch07,when,true,ch07_2043538_2044038,102177,102202
ch07,did you?,true,ch07_2045947_2046918,102297,102346
ch07,what in <name>?,true,ch07_2047134_2048199,102357,102410
ch07,where?,true,ch07_2049748_2050389,102487,102519
ch07,on a log,true,ch07_2052488_2053226,102624,102661
ch07,where was the log?,true,ch07_2053226_2054036,102661,102702
ch07,ho,true,ch07_2062340_2062601,103117,103130
ch07,yeah yeah yeah,true,ch07_2063692_2065453,103185,103273
ch07,i remember you pointing them out,true,ch07_2065453_2066817,103273,103341
ch07,there were quite a lot of them weren't there?,true,ch07_2066817_2068360,103341,103418
ch07,but would we pick those mushrooms and eat them off the log?,true,ch07_2069799_2073023,103490,103651
ch07,do you think we'd do that?,true,ch07_2075699_2076639,103785,103832
ch07,do you think we'd pick them and bring them home,true,ch07_2077011_2078521,103851,103926
ch07,and eat them?,true,ch07_2078521_2079080,103926,103954
ch07,why not?,true,ch07_2079747_2080409,103987,104020
ch07,yeah,true,ch07_2083455_2084766,104173,104238
ch07,they might do darling,true,ch07_2090214_2091438,104511,104572
ch07,did you learn that from 'into the woods'?,true,ch07_2091438_2092930,104572,104646
ch07,well you just know that do you?,true,ch07_2093958_2095800,104698,104790
ch07,yeah,true,ch07_2096429_2096979,104821,104849
ch07,so we only ever eat mush,true,ch07_2097009_2098385,104850,104919
ch07,no,true,ch07_2102087_2102237,105104,105112
ch07,let's talk about,true,ch07_2102237_2102856,105112,105143
ch07,what about this?,true,ch07_2102856_2103746,105143,105187
ch07,what's this little chap?,true,ch07_2103811_2104851,105191,105243
ch07,have you ever eaten a lemon?,true,ch07_2108217_2109620,105411,105481
ch07,no,true,ch07_2112432_2112754,105622,105638
ch07,would you know what,true,ch07_2112754_2113603,105638,105680
ch07,no i don't think anyone would like to eat a lemon like that,true,ch07_2113812_2116427,105691,105821
ch07,just like that,true,ch07_2117076_2117659,105854,105883
ch07,why not?,true,ch07_2117679_2118409,105884,105920
ch07,coz it's really <noise>,true,ch07_2121083_2124733,106054,106237
ch07,makes you get like that <noise>,true,ch07_2125026_2126520,106251,106326
ch07,but what i do like lemon,true,ch07_2127101_2129159,106355,106458
ch07,i like lemon cake,true,ch07_2129159_2130199,106458,106510
ch07,we like lemon cake don't we?,true,ch07_2130360_2131735,106518,106587
ch07,we've had lemon cake before,true,ch07_2132360_2133764,106618,106688
ch07,oh,true,ch07_2134830_2134962,106742,106748
ch07,yeah,true,ch07_2134962_2135063,106748,106753
ch07,i was just gonna say,true,ch07_2135063_2135738,106753,106787
ch07,what's mommy's favourite ice cream?,true,ch07_2135738_2137099,106787,106855
ch07,i love lemon ice cream,true,ch07_2138926_2141082,106946,107054
ch07,it's very refreshing,true,ch07_2142334_2143654,107117,107183
ch07,yeah,false,ch07_2166124_2166333,108306,108317
ch07,while she goes and gets the other toy,false,ch07_2166333_2167830,108317,108392
ch07,out of all those foods on the table,false,ch07_2168872_2171089,108444,108554
ch07,what's your favourite one that you like eating?,false,ch07_2171323_2173193,108566,108660
ch07,yeah,false,ch07_2185648_2186400,109282,109320
ch07,your favourite food that we just had on the table,false,ch07_2187438_2189754,109372,109488
ch07,what was the favourite one?,false,ch07_2189754_2190839,109488,109542
ch07,what do you eat quite a lot of?,false,ch07_2191013_2192202,109551,109610
ch07,carrots,false,ch07_2193885_2194735,109694,109737
ch07,because you're like a bunny rabbit aren't you darling?,false,ch07_2195270_2197139,109764,109857
ch07,and you like eating leeks in mommy's soup don't you?,false,ch07_2202360_2205679,110118,110284
ch07,when it when it gets colder we'll buy some leeks,false,ch07_2206807_2209027,110340,110451
ch07,and you can help me make some soups okay?,false,ch07_2209158_2211086,110458,110554
ch07,would you like to do that?,false,ch07_2211227_2212018,110561,110601
ch07,would you like to do that?,false,ch07_2215216_2216060,110761,110803
ch07,or we could make some lemon cake,false,ch07_2217106_2219926,110855,110996
ch07,what do you think?,false,ch07_2222250_2222840,111112,111142
ch07,would you like me to get you a tissue?,false,ch07_2232255_2233785,111613,111689
ch07,<name>,false,ch07_2237432_2237769,111872,111888
ch07,no,false,ch07_2248871_2249034,112444,112452
ch07,i mean in whole wide world,false,ch07_2249034_2250347,112452,112517
ch07,what,false,ch07_2254294_2254625,112715,112731
ch07,more than cheese?,false,ch07_2254625_2256325,112731,112816
ch07,are you serious?,false,ch07_2259818_2260928,112991,113046
ch07,what,false,ch07_2261578_2261950,113079,113097
ch07,more than chocolate?,false,ch07_2261950_2263700,113097,113185
ch07,what,false,ch07_2266132_2266433,113307,113322
ch07,more than cake?,false,ch07_2266433_2268333,113322,113417
ch07,noo,false,ch07_2269953_2271443,113498,113572
ch07,what characters can you think of?,false,ch07_2357680_2359140,117884,117957
